moteid,temperature,humidity,light,voltage,dtime
48.0,22.7324,29.6495,566.72,2.68742,2004-03-02 13:08:11.386844
34.0,16.6564,46.4921,235.52,2.65143,2004-02-29 07:27:20.652455
18.0,22.1836,37.2993,53.36,2.50599,2004-03-01 07:31:29.565057
29.0,18.8516,40.0607,180.32,2.68742,2004-02-28 01:13:46.822913
46.0,18.0872,44.7798,53.36,2.49546,2004-02-29 21:16:23.989480
36.0,19.2632,42.0489,75.44,2.68742,2004-02-28 22:31:48.152519
47.0,19.6748,41.6461,1317.44,2.67532,2004-02-29 11:03:55.564018
38.0,25.2608,30.1111,1081.92,2.69964,2004-02-28 14:27:18.947820
20.0,24.9864,35.2995,353.28,2.73696,2004-03-01 10:41:54.325006
50.0,15.1178,52.2388,0.46,2.61639,2004-03-01 05:50:28.458285
44.0,24.2906,31.8072,412.16,2.69964,2004-03-02 08:08:17.034069
19.0,19.9296,40.1622,143.52,2.65143,2004-03-01 23:12:52.379377
26.0,21.3898,41.7469,121.44,2.68742,2004-03-01 19:34:22.651292
36.0,21.7328,37.9161,964.16,2.68742,2004-02-29 10:28:49.379081
34.0,19.7238,40.1284,60.72,2.68742,2004-02-28 20:31:18.383708
26.0,23.5458,33.1409,537.28,2.73696,2004-02-28 15:56:47.626006
1.0,24.0652,27.9011,209.76,2.71196,2004-03-02 14:50:55.365464
36.0,18.538,42.7185,75.44,2.67532,2004-02-29 00:52:52.290687
47.0,16.48,49.549,0.46,2.62796,2004-03-01 02:19:56.346587
18.0,18.636,39.0763,57.04,2.50599,2004-02-28 01:45:16.652097
30.0,27.652,23.8543,1847.36,2.73696,2004-03-02 15:03:24.392530
9.0,20.8018,32.3698,1.84,2.7244,2004-03-02 18:59:59.471353
3.0,17.95,39.2803,46.92,2.67532,2004-02-28 05:24:47.200326
44.0,18.4302,45.0442,68.08,2.65143,2004-02-29 18:07:57.307649
23.0,16.4212,46.5249,0.92,2.63964,2004-02-29 04:54:48.696602
4.0,19.4396,39.4502,97.52,2.65143,2004-02-28 02:12:16.854158
25.0,23.0754,35.853,1847.36,2.69964,2004-02-29 13:55:20.078032
45.0,16.430999999999994,48.3192,0.92,2.62796,2004-03-01 03:55:28.001402
19.0,18.048,44.7137,39.56,2.65143,2004-03-01 01:37:34.987705
23.0,24.6042,33.0709,235.52,2.69964,2004-03-01 08:46:21.920477
51.0,17.3522,45.6379,0.46,2.65143,2004-03-01 00:53:57.931401
2.0,23.3596,30.9608,294.4,2.67532,2004-03-02 15:24:25.143470
7.0,23.2616,33.6651,397.44,2.7244,2004-02-28 13:49:17.979157
53.0,19.2926,44.6475,1847.36,2.65143,2004-02-29 14:34:23.545209
21.0,20.9096,38.7698,224.48,2.67532,2004-02-29 11:01:27.108546
42.0,25.2216,31.1727,1258.56,2.74963,2004-02-28 13:14:47.995424
35.0,21.5172,42.5513,165.6,2.61639,2004-03-01 19:02:53.578530
14.0,21.2428,40.7706,114.08,2.69964,2004-03-01 19:43:12.341430
20.0,24.9276,27.5426,964.16,2.7244,2004-03-02 14:03:01.862096
25.0,25.7312,28.4735,507.84,2.71196,2004-03-02 07:23:23.951160
46.0,17.558,42.11600000000001,1.84,2.48502,2004-02-29 02:01:19.395489
36.0,18.5576,45.4402,75.44,2.65143,2004-02-29 21:57:57.006698
16.0,17.9598,43.2525,1.38,2.61639,2004-02-28 23:41:51.184890
8.0,17.2444,40.56800000000001,187.68,2.67532,2004-02-28 06:54:47.808802
50.0,14.9904,49.1615,831.68,2.62796,2004-02-29 08:20:20.126904
41.0,18.0284,38.3946,743.36,2.65143,2004-02-28 07:55:47.151593
42.0,17.8618,42.7185,3.68,2.67532,2004-02-28 23:02:52.854016
36.0,21.6936,32.5102,75.44,2.66332,2004-03-02 19:25:24.947531
29.0,20.8802,37.7792,180.32,2.71196,2004-02-28 18:54:17.693277
12.0,16.5388,44.7798,93.84,2.65143,2004-02-28 02:18:16.746424
7.0,17.803,43.0524,187.68,2.65143,2004-02-29 07:55:25.539816
13.0,16.5682,46.9178,180.32,2.62796,2004-02-29 07:32:50.639775
2.0,22.7716,39.1443,202.4,2.67532,2004-03-01 10:40:52.541106
38.0,20.3216,40.1622,224.48,2.63964,2004-03-01 07:33:58.001597
21.0,20.7234,28.3305,136.16,2.65143,2004-03-02 23:39:54.949402
39.0,21.2526,37.4365,353.28,2.68742,2004-02-29 09:25:53.192647
2.0,23.634,39.9252,309.12,2.68742,2004-03-01 12:37:51.661641
54.0,17.7148,33.0709,0.92,2.62796,2004-03-02 22:50:59.779792
8.0,21.9484,35.3687,1023.04,2.7244,2004-02-28 16:15:19.261439
53.0,21.4584,38.7698,1847.36,2.69964,2004-02-28 13:24:49.194277
12.0,17.2542,44.0508,0.46,2.65143,2004-02-29 00:28:21.000263
21.0,20.6842,37.3336,128.8,2.68742,2004-02-28 20:38:49.824471
47.0,16.8034,48.676,0.46,2.63964,2004-03-01 01:08:35.178891
39.0,20.057,42.9189,172.96,2.68742,2004-02-29 17:16:57.548483
7.0,18.636,41.1751,0.92,2.65143,2004-03-02 02:10:56.051405
44.0,16.6662,48.1893,2.3,2.63964,2004-03-01 00:14:29.612770
54.0,14.2162,48.5464,13.8,2.62796,2004-02-28 06:38:17.276023
29.0,19.9786,39.1103,180.32,2.68742,2004-02-28 21:44:18.460374
23.0,17.3424,45.0112,353.28,2.65143,2004-02-29 08:14:26.230255
13.0,20.1942,40.0945,1081.92,2.67532,2004-02-28 11:52:17.719177
18.0,19.9884,39.3823,353.28,2.49546,2004-02-29 09:08:19.570563
11.0,17.3424,43.3858,964.16,2.66332,2004-02-28 09:10:18.046879
54.0,21.3996,45.4072,1847.36,2.67532,2004-03-01 13:03:24.129345
29.0,22.1052,36.6807,566.72,2.68742,2004-02-29 11:46:49.993691
27.0,22.9676,38.6675,79.12,2.71196,2004-03-01 18:18:52.871986
30.0,18.0676,42.3505,90.16,2.67532,2004-02-29 00:29:48.212158
29.0,23.9966,31.6664,441.6,2.73696,2004-02-28 15:39:47.423893
20.0,20.6156,39.3823,34.04,2.71196,2004-02-28 18:56:49.590450
49.0,23.3106,27.8653,1611.84,2.67532,2004-03-02 16:43:05.386866
33.0,20.106,38.6675,101.2,2.69964,2004-02-28 21:09:18.073153
19.0,18.7144,39.9591,0.46,2.66332,2004-02-29 00:20:22.097100
53.0,18.538,44.6806,3.68,2.65143,2004-03-01 20:25:36.483233
44.0,17.2052,44.9121,34.04,2.62796,2004-03-02 00:50:34.726294
7.0,18.93,42.317,104.88,2.66332,2004-02-29 22:30:24.133947
31.0,17.6658,44.0176,0.92,2.63964,2004-03-02 02:24:53.712025
53.0,16.3232,47.9292,1494.08,2.62796,2004-02-29 09:31:53.187647
43.0,23.242,37.9845,136.16,2.69964,2004-03-01 17:56:58.916338
37.0,24.7512,34.7445,920.0,2.69964,2004-03-02 09:42:25.192102
51.0,18.4498,41.3098,0.46,2.67532,2004-02-28 22:37:52.008430
48.0,16.872,47.212,0.92,2.65143,2004-03-01 02:30:34.554587
36.0,19.028,42.25,75.44,2.67532,2004-02-28 23:30:20.231298
32.0,21.625,36.4052,713.92,2.68742,2004-02-29 10:34:19.742992
49.0,15.843,45.3743,0.46,2.62796,2004-02-29 04:48:23.381917
33.0,17.6756,45.3413,93.84,2.65143,2004-03-01 04:11:50.762836
10.0,21.429,40.8381,75.44,2.67532,2004-03-01 18:56:52.077360
46.0,24.1632,32.8257,537.28,2.54901,2004-02-28 14:02:18.653089
20.0,23.3792,34.3969,655.04,2.74963,2004-02-28 15:33:51.101500
46.0,16.2056,46.0655,1.38,2.41431,2004-03-02 04:10:16.459817
16.0,17.1464,44.3162,0.92,2.60491,2004-02-29 01:16:21.180598
18.0,16.9896,44.2499,0.46,2.47467,2004-02-29 04:15:49.056894
8.0,18.6164,40.0607,108.56,2.67532,2004-02-29 01:19:54.639582
7.0,18.734,40.0268,97.52,2.67532,2004-02-29 02:18:22.210279
47.0,17.362000000000002,47.212,0.46,2.63964,2004-02-29 22:30:26.193477
25.0,31.2976,25.3801,382.72,2.78836,2004-03-01 16:06:36.901347
31.0,17.1856,41.2425,441.6,2.67532,2004-02-28 07:27:47.129528
43.0,18.7144,43.2858,323.84,2.66332,2004-02-29 19:28:00.451817
17.0,18.3616,43.519,6.9,2.56,2004-03-01 00:08:20.267214
54.0,19.1064,44.4157,1847.36,2.65143,2004-02-29 13:38:21.543975
2.0,19.8806,40.9055,397.44,2.65143,2004-02-29 09:58:49.071213
3.0,18.1264,44.4157,48.76,2.65143,2004-03-01 04:11:32.070746
44.0,21.7328,33.9093,684.48,2.67532,2004-03-02 11:50:36.674922
35.0,17.6462,45.1103,165.6,2.60491,2004-02-29 05:57:53.526017
47.0,22.8108,27.7936,655.04,2.67532,2004-03-02 18:38:33.713287
39.0,23.0656,42.317,279.68,2.69964,2004-03-01 13:44:26.785529
11.0,20.3706,32.3698,2.3,2.56,2004-03-02 20:26:54.986432
3.0,18.1656,41.8476,2.3,2.65143,2004-03-02 04:07:52.998492
47.0,17.656,40.7368,655.04,2.66332,2004-02-28 02:21:46.202832
7.0,19.9786,41.6461,165.6,2.67532,2004-02-29 16:41:52.958897
10.0,20.0374,39.62,53.36,2.68742,2004-02-28 21:31:19.126701
11.0,25.1628,35.7148,202.4,2.71196,2004-03-01 17:07:40.257622
16.0,20.3902,40.2976,1847.36,2.62796,2004-02-29 10:04:21.151702
3.0,18.2636,44.3494,48.76,2.65143,2004-03-01 03:07:23.231908
52.0,17.8128,45.572,0.92,2.62796,2004-02-29 22:22:51.165736
48.0,19.3612,42.25,39.56,2.66332,2004-03-01 21:16:40.867672
1.0,21.3604,39.8913,46.92,2.69964,2004-03-01 19:13:01.074583
46.0,21.8896,36.4052,158.24,2.50599,2004-02-28 17:49:48.913397
35.0,18.2636,43.1525,165.6,2.61639,2004-02-29 03:16:53.431556
44.0,22.654,37.5737,250.24,2.67532,2004-03-01 08:56:52.481099
49.0,15.9704,48.9675,0.46,2.62796,2004-03-01 02:34:00.440751
41.0,17.6756,43.3858,0.46,2.63964,2004-03-02 01:35:11.155094
52.0,18.1558,44.6475,250.24,2.62796,2004-02-29 11:20:51.654295
50.0,14.0986,52.5247,0.46,2.59354,2004-03-02 05:09:01.314519
50.0,15.2844,47.5057,0.46,2.62796,2004-02-29 04:47:53.137150
22.0,21.6054,38.8039,368.0,2.68742,2004-02-29 15:05:22.439933
21.0,16.3722,46.0983,3.22,2.65143,2004-02-29 04:57:19.750190
22.0,31.5524,25.9587,596.16,2.78836,2004-03-01 13:41:53.361674
33.0,18.6066,42.8187,97.52,2.67532,2004-02-29 22:51:20.368190
48.0,20.1452,28.6877,114.08,2.66332,2004-03-02 22:42:54.938115
3.0,17.8128,42.9523,57.04,2.66332,2004-02-29 06:51:52.260373
13.0,17.2052,47.6687,1.38,2.62796,2004-03-01 02:57:22.668674
35.0,20.4,42.685,172.96,2.61639,2004-03-01 21:42:55.690611
33.0,18.6556,39.3143,101.2,2.69964,2004-02-28 02:20:16.078683
47.0,19.0672,41.5116,0.46,2.67532,2004-02-28 21:07:23.212621
18.0,21.4094,39.4842,217.12,2.50599,2004-02-29 14:54:50.488461
1.0,23.781,28.6877,136.16,2.69964,2004-03-02 15:58:37.923517
25.0,18.6752,42.4509,90.16,2.65143,2004-02-29 20:21:50.278996
25.0,31.4838,24.7274,264.96,2.78836,2004-03-01 16:45:29.686777
8.0,17.9794,40.2299,108.56,2.68742,2004-02-28 04:00:16.326089
51.0,23.046,35.0222,441.6,2.7244,2004-02-28 16:41:49.683627
44.0,19.9688,39.8913,2.3,2.68742,2004-02-28 18:52:48.842230
20.0,18.5478,40.1622,338.56,3.10953,2004-02-28 09:26:16.941134
51.0,21.7328,40.56800000000001,53.36,2.67532,2004-03-01 18:53:56.654691
4.0,19.0966,42.6516,97.52,2.61639,2004-03-01 00:05:53.358884
38.0,20.8214,43.9844,187.68,2.65143,2004-03-01 19:04:02.430876
4.0,23.8986,32.8608,264.96,2.67532,2004-03-02 10:50:53.582376
42.0,16.5682,41.7805,441.6,2.65143,2004-02-28 05:12:46.851425
2.0,20.9292,41.1751,104.88,2.65143,2004-03-01 20:47:56.606999
41.0,23.046,29.1157,195.04,2.68742,2004-03-02 18:17:11.249722
33.0,17.7148,42.7185,0.92,2.65143,2004-03-02 03:47:57.704118
36.0,18.6948,44.7798,75.44,2.63964,2004-03-02 00:12:27.096462
49.0,16.3232,47.9942,0.46,2.62796,2004-03-01 00:44:27.396107
34.0,18.1656,44.6144,60.72,2.65143,2004-02-29 21:29:58.739210
18.0,20.1452,38.1897,172.96,2.50599,2004-02-28 21:59:50.872678
22.0,29.1318,29.0444,456.32,2.74963,2004-03-01 12:08:52.739655
49.0,24.614,36.543,353.28,2.69964,2004-03-01 12:29:28.016354
46.0,18.2636,38.8039,114.08,2.49546,2004-02-28 01:21:16.495358
36.0,18.93,42.38399999999999,75.44,2.67532,2004-02-28 23:43:48.260066
13.0,19.9002,41.0404,4.6,2.67532,2004-02-28 19:12:49.505098
9.0,17.7736,41.0404,101.2,2.74963,2004-02-28 04:46:46.253613
20.0,23.0558,28.8305,136.16,2.69964,2004-03-02 18:28:22.673932
26.0,19.6748,41.2425,121.44,2.68742,2004-02-28 21:32:48.989238
26.0,14.9904,52.2388,7.36,2.62796,2004-02-29 06:24:49.402226
23.0,25.8292,28.9731,566.72,2.73696,2004-02-28 13:23:19.049029
9.0,21.7328,36.6118,1847.36,2.77533,2004-02-28 11:20:18.873748
31.0,16.872,45.7037,101.2,2.65143,2004-02-29 05:35:48.705828
26.0,16.5388,42.7519,478.4,2.65143,2004-02-28 07:18:17.510207
1.0,19.8022,41.6797,75.44,2.68742,2004-02-29 17:02:29.990871
1.0,21.3408,33.3507,441.6,2.71196,2004-02-28 09:15:47.929036
34.0,16.6466,46.3609,68.08,2.65143,2004-02-29 06:45:18.870597
46.0,18.6556,44.4488,53.36,2.49546,2004-02-29 18:48:51.120162
37.0,22.164,38.6334,861.12,2.69964,2004-02-29 10:48:50.442740
15.0,122.153,27.9011,1847.36,2.34751,2004-03-02 08:33:11.804488
48.0,21.7916,41.4108,187.68,2.69964,2004-03-01 10:33:37.934345
2.0,18.195,45.3083,121.44,2.63964,2004-03-01 04:08:58.461655
24.0,18.4694,43.1191,128.8,2.67532,2004-02-29 22:15:50.719966
14.0,22.7912,30.7486,353.28,2.71196,2004-03-02 12:12:22.767949
3.0,21.576,36.1293,68.08,2.71196,2004-02-28 17:35:47.652652
25.0,22.4188,37.162,1788.48,2.69964,2004-02-29 12:57:50.334769
41.0,23.1146,31.3844,1729.6,2.69964,2004-02-28 10:12:16.872640
37.0,18.4694,44.5813,0.46,2.62796,2004-03-02 02:09:11.097193
1.0,20.743,37.162,43.24,2.71196,2004-02-28 18:45:48.148458
9.0,19.812,38.3263,1847.36,2.76242,2004-02-28 09:45:16.872294
41.0,16.4016,49.4845,43.24,2.61639,2004-03-01 06:02:56.829213
48.0,16.774,47.4405,0.92,2.65143,2004-03-01 03:14:31.263852
36.0,20.302,31.9832,75.44,2.65143,2004-03-02 23:27:26.013815
41.0,20.351,28.6877,128.8,2.65143,2004-03-02 22:21:26.864607
31.0,20.9978,41.2088,202.4,2.66332,2004-03-01 08:57:21.914603
46.0,22.5952,30.7486,294.4,2.48502,2004-03-02 12:08:42.306730
36.0,17.9794,44.846,0.46,2.63964,2004-03-02 01:48:30.413523
21.0,21.8504,38.3263,136.16,2.68742,2004-03-01 20:16:02.262807
7.0,20.841,31.2433,9.2,2.66332,2004-03-02 19:41:58.861517
3.0,23.7124,29.1513,235.52,2.69964,2004-03-02 14:44:36.901727
10.0,23.3596,34.2577,412.16,2.68742,2004-03-02 08:50:06.054862
49.0,17.2934,46.2953,41.4,2.63964,2004-02-29 20:53:31.235921
47.0,17.9108,45.4402,101.2,2.63964,2004-03-01 23:11:28.468271
40.0,21.0468,28.6163,143.52,2.67532,2004-03-02 21:14:54.532583
12.0,18.6458,44.846,24.84,2.65143,2004-02-29 17:58:20.777058
18.0,19.2926,41.3098,4.14,2.49546,2004-02-29 20:26:21.091788
24.0,22.7226,34.9528,1023.04,2.71196,2004-02-29 11:13:21.785916
22.0,21.968000000000004,38.9742,86.48,2.65143,2004-03-01 19:26:52.171151
46.0,16.6564,47.9942,1.84,2.47467,2004-03-01 03:49:23.935392
36.0,21.3898,46.6887,338.56,2.67532,2004-03-01 14:18:22.918783
38.0,25.9566,25.7419,1494.08,2.69964,2004-03-02 13:43:23.805022
35.0,22.0758,42.5178,250.24,2.62796,2004-03-01 17:01:57.354986
24.0,26.182,26.824,1847.36,2.77533,2004-02-28 10:59:17.552928
45.0,18.2048,38.4629,172.96,2.67532,2004-02-28 01:17:46.509171
41.0,18.3322,39.3483,382.72,2.67532,2004-02-28 01:48:46.267427
45.0,23.9868,31.2433,478.4,2.69964,2004-03-02 07:47:55.171831
36.0,23.0068,35.7494,772.8,2.67532,2004-03-02 07:40:53.263487
20.0,22.7128,35.6802,478.4,2.73696,2004-02-28 16:27:19.138027
46.0,16.2252,49.3554,1.84,2.47467,2004-03-01 05:46:02.232532
1.0,19.0868,41.9147,45.08,2.67532,2004-02-29 19:35:27.447923
21.0,23.4184,37.0246,128.8,2.7244,2004-03-01 18:22:06.350390
11.0,19.8512,44.1836,1317.44,2.66332,2004-02-29 13:56:21.779299
33.0,17.215,44.2831,121.44,2.66332,2004-02-29 07:06:20.126553
31.0,18.0284,42.2835,104.88,2.66332,2004-02-29 01:13:48.985552
2.0,19.6944,42.5513,128.8,2.65143,2004-02-29 18:22:28.752856
41.0,20.0962,38.8039,46.92,2.69964,2004-02-28 19:13:19.924300
51.0,17.2444,42.6182,0.46,2.65143,2004-02-29 02:45:18.391055
44.0,19.7924,38.3263,90.16,2.65143,2004-03-02 07:04:57.133454
47.0,16.7544,48.8056,0.46,2.62796,2004-03-01 01:30:01.425647
9.0,23.83,32.7206,1847.36,2.76242,2004-03-02 10:15:30.473098
48.0,20.988000000000003,40.0945,41.4,2.68742,2004-03-01 19:23:31.970963
10.0,22.3306,38.6334,209.76,2.68742,2004-03-01 09:25:22.464404
24.0,20.155,40.56800000000001,235.52,2.68742,2004-02-29 16:55:49.957254
44.0,24.6924,32.8608,1847.36,2.73696,2004-02-28 13:26:49.027111
2.0,22.7716,39.1443,202.4,2.67532,2004-03-01 10:39:51.344853
43.0,20.7038,37.0246,279.68,2.68742,2004-02-29 09:36:53.468519
25.0,15.304,49.1292,202.4,2.63964,2004-02-29 07:18:49.034540
46.0,21.0468,42.9523,43.24,2.52732,2004-03-01 18:10:57.742040
6.0,23.83,38.8039,890.56,2.65143,2004-03-01 13:12:04.844316
4.0,19.0672,42.7519,97.52,2.60491,2004-03-01 00:20:52.307993
7.0,22.1542,35.0568,412.16,2.69964,2004-02-28 11:32:17.441597
30.0,16.382,46.8851,82.8,2.63964,2004-02-29 04:46:19.570995
44.0,17.7932,42.6516,2.3,2.67532,2004-02-28 23:27:22.408813
48.0,18.1068,44.7798,0.92,2.66332,2004-02-29 21:22:28.238883
18.0,23.8692,28.0085,338.56,2.51661,2004-03-02 16:13:23.230229
40.0,20.0766,29.0088,143.52,2.65143,2004-03-02 23:58:55.408943
51.0,17.754,44.3162,478.4,2.65143,2004-02-29 09:59:53.928782
39.0,18.8712,40.973,143.52,2.67532,2004-02-29 01:01:21.719646
39.0,25.6234,30.7133,441.6,2.74963,2004-02-28 12:16:18.388755
26.0,19.9982,39.2123,1199.68,2.68742,2004-02-29 08:35:49.484051
25.0,30.3372,22.8316,1847.36,2.76242,2004-03-02 10:56:41.256251
40.0,18.244,44.4488,114.08,2.65143,2004-02-29 22:52:28.850297
1.0,20.9684,30.6071,41.4,2.67532,2004-03-02 20:12:55.740588
22.0,31.8562,20.8469,861.12,2.78836,2004-03-02 09:56:26.452699
17.0,20.4,28.9731,90.16,2.56,2004-03-02 23:11:25.663754
16.0,22.6736,34.1184,1847.36,2.67532,2004-02-28 10:41:19.207400
6.0,19.812,41.6797,195.04,2.62796,2004-02-29 17:21:54.862393
7.0,18.9986,37.8477,264.96,2.67532,2004-02-28 08:56:18.349025
50.0,22.6638,28.2232,566.72,2.68742,2004-03-02 18:27:57.319729
8.0,18.244,39.0422,1494.08,2.68742,2004-02-28 08:37:46.367748
22.0,21.7916,37.6079,684.48,2.68742,2004-02-29 13:02:29.279294
3.0,18.8908,42.4174,48.76,2.65143,2004-02-29 23:11:51.086503
53.0,17.8912,46.5577,3.22,2.65143,2004-02-29 19:25:20.121776
45.0,15.8626,50.2252,0.92,2.62796,2004-03-01 06:23:54.746805
35.0,21.2428,38.6675,172.96,2.65143,2004-02-28 18:51:51.164117
6.0,18.9398,40.8043,1.84,2.60491,2004-03-02 01:13:03.767582
40.0,25.398000000000003,29.5428,1494.08,2.74963,2004-02-28 11:47:47.947496
14.0,18.7732,41.0741,0.46,2.68742,2004-02-28 23:16:48.961774
48.0,17.4796,45.6379,0.92,2.66332,2004-02-29 23:14:52.232609
33.0,20.8802,40.2299,97.52,2.68742,2004-03-01 20:03:00.856974
41.0,26.2898,25.1265,1140.8,2.71196,2004-03-02 13:45:33.183628
33.0,17.2444,46.9178,90.16,2.65143,2004-03-01 06:14:02.011927
15.0,19.2926,41.9818,1847.36,2.45421,2004-02-29 08:53:25.548962
38.0,25.9762,27.4709,1847.36,2.68742,2004-03-02 11:38:39.764880
1.0,23.6242,32.5102,323.84,2.69964,2004-03-02 08:46:10.539531
1.0,21.2624,39.1443,217.12,2.69964,2004-02-29 14:48:50.441295
14.0,15.9704,47.8966,50.6,2.65143,2004-02-29 07:42:23.166527
35.0,24.4474,33.7349,684.48,2.68742,2004-02-28 15:27:48.304330
35.0,21.5564,38.3263,172.96,2.65143,2004-02-28 18:14:20.868540
53.0,16.8916,44.7798,0.46,2.65143,2004-02-29 01:26:20.831275
13.0,21.7622,31.5254,772.8,2.65143,2004-03-02 13:56:15.142550
1.0,21.0762,39.3823,382.72,2.69964,2004-02-29 14:31:50.353245
27.0,26.525,32.159,101.2,2.73696,2004-03-01 16:43:52.129326
19.0,22.997,32.3698,294.4,2.69964,2004-02-28 10:35:17.439517
24.0,15.9214,46.9178,1.38,2.65143,2004-02-29 03:38:50.671175
52.0,19.6944,43.7851,86.48,2.65143,2004-02-29 16:03:26.539985
47.0,21.331,34.3273,1847.36,2.66332,2004-03-02 12:14:54.297574
11.0,18.048,45.7037,2.3,2.53812,2004-02-29 23:29:20.662066
25.0,18.3616,43.0524,90.16,2.65143,2004-02-29 22:11:25.366323
2.0,24.1044,37.9161,172.96,2.69964,2004-03-01 16:37:52.322384
45.0,16.2448,45.8024,0.46,2.62796,2004-03-02 03:56:56.598340
11.0,16.2154,47.7338,0.46,2.60491,2004-03-02 04:46:34.960610
9.0,23.781,32.5102,1847.36,2.76242,2004-03-02 09:29:08.302444
3.0,21.2428,39.8913,224.48,2.68742,2004-02-29 14:43:50.038520
10.0,17.9598,42.9189,53.36,2.65143,2004-02-29 04:12:53.154251
39.0,23.7712,34.536,338.56,2.69964,2004-03-02 10:27:53.647142
21.0,21.3996,38.7016,136.16,2.69964,2004-03-01 21:24:28.218839
31.0,27.6618,24.5821,1670.72,2.74963,2004-03-02 13:36:24.379244
11.0,20.7136,31.772,2.76,2.56,2004-03-02 19:42:56.716277
23.0,17.3228,39.0763,224.48,2.66332,2004-02-28 06:36:16.536919
30.0,22.2228,36.1983,456.32,2.7244,2004-02-28 17:03:18.445272
45.0,20.4,27.8294,101.2,2.65143,2004-03-02 22:20:57.017583
9.0,24.4474,31.6664,1847.36,2.76242,2004-03-02 10:01:56.607804
42.0,17.117,43.8515,3.68,2.65143,2004-02-29 00:58:48.289450
17.0,19.9884,41.3435,121.44,2.58226,2004-02-29 16:50:57.037790
36.0,16.676,50.3216,75.44,2.62796,2004-03-01 06:48:55.547497
7.0,20.1354,41.1414,16.56,2.67532,2004-03-01 22:07:33.947223
32.0,18.3224,40.8381,114.08,2.68742,2004-02-28 01:33:46.277644
8.0,18.7144,42.7185,114.08,2.67532,2004-02-29 21:34:55.837057
3.0,18.7242,38.8379,48.76,2.67532,2004-02-28 03:17:46.596755
47.0,21.3212,34.536,1847.36,2.67532,2004-03-02 12:27:25.220455
36.0,20.7528,39.7557,75.44,2.69964,2004-02-28 19:18:18.643491
2.0,20.7822,38.7357,128.8,2.67532,2004-02-28 20:00:20.820896
51.0,20.1648,42.183,209.76,2.67532,2004-02-29 15:27:58.752179
8.0,19.1064,39.4502,108.56,2.68742,2004-02-29 00:01:20.447549
46.0,20.2432,41.0404,41.4,2.50599,2004-03-01 07:38:27.258795
26.0,15.1178,52.1434,19.32,2.63964,2004-02-29 06:45:49.426602
17.0,22.70300000000001,36.3362,172.96,2.61639,2004-03-01 08:29:22.191673
53.0,21.3996,45.8353,1611.84,2.67532,2004-03-01 13:07:51.689441
24.0,24.5944,30.6071,831.68,2.74963,2004-02-28 15:24:51.078545
31.0,21.9288,37.1963,1140.8,2.69964,2004-02-29 11:00:19.296858
35.0,19.3612,41.1078,165.6,2.62796,2004-02-29 00:13:18.348219
12.0,23.0852,38.0529,537.28,2.69964,2004-03-01 10:51:22.852613
37.0,19.3024,43.7518,187.68,2.65143,2004-03-02 00:43:40.620263
2.0,19.812,39.5521,128.8,2.67532,2004-02-28 23:19:49.966094
6.0,17.6756,46.0655,121.44,2.59354,2004-03-01 06:51:51.569062
47.0,19.4886,44.4488,353.28,2.66332,2004-02-29 16:18:50.464173
42.0,17.656,40.8043,478.4,2.67532,2004-02-28 01:38:46.300028
29.0,28.7202,25.2352,713.92,2.73696,2004-03-02 10:00:23.584676
46.0,20.5568,36.6118,441.6,2.49546,2004-02-28 10:19:18.555756
4.0,20.3902,38.5993,97.52,2.65143,2004-02-28 22:06:49.639995
21.0,19.0182,36.1983,368.0,2.68742,2004-02-28 07:45:16.847005
54.0,14.0692,48.8704,1.84,2.62796,2004-02-28 06:26:47.263081
38.0,17.852,42.6182,1.84,2.61639,2004-03-02 01:44:30.352093
40.0,22.9774,34.1532,441.6,2.73696,2004-02-28 16:41:19.534755
17.0,22.4286,31.5254,1376.32,2.60491,2004-02-28 08:50:16.918841
36.0,22.0072,34.1184,1376.32,2.69964,2004-02-28 08:58:17.657142
7.0,21.1154,35.5418,353.28,2.69964,2004-02-28 10:22:48.360025
44.0,21.282,35.7839,1847.36,2.69964,2004-02-28 10:23:17.213167
26.0,19.224,41.3771,8.28,2.67532,2004-02-28 22:15:48.918003
45.0,22.3992,26.9679,101.2,2.68742,2004-03-02 18:54:31.640066
54.0,14.2456,48.6436,0.46,2.62796,2004-02-28 05:15:46.945483
22.0,19.714,38.872,86.48,2.65143,2004-02-28 22:00:53.427901
42.0,18.5576,44.5813,279.68,2.66332,2004-02-29 17:45:53.544023
18.0,17.9598,41.3435,0.46,2.48502,2004-02-29 01:57:18.972671
18.0,21.9582,33.9093,507.84,2.52732,2004-02-28 10:09:47.781513
35.0,22.70300000000001,39.8913,412.16,2.62796,2004-03-01 10:07:27.280574
10.0,25.4078,36.9559,478.4,2.71196,2004-03-01 13:44:26.850832
17.0,22.9676,29.2581,743.36,2.60491,2004-03-02 14:07:32.519976
23.0,22.0072,37.7792,507.84,2.69964,2004-02-29 14:30:57.769964
36.0,21.8112,40.1622,566.72,2.69964,2004-02-29 14:18:57.033604
36.0,21.3702,46.3281,172.96,2.67532,2004-03-01 14:51:21.786633
41.0,17.0092,47.7338,45.08,2.62796,2004-03-01 03:14:09.526154
47.0,20.4392,45.5061,121.44,2.67532,2004-03-01 18:04:23.801296
18.0,21.3016,28.6877,180.32,2.47467,2004-03-02 21:48:25.659485
6.0,20.9782,39.1783,209.76,2.62796,2004-03-01 07:19:56.664975
